"id.A","id.B","relationship","survey.date"
39,34,"FacebookAllTaggedPhotos","2008-09-09"
37,34,"FacebookAllTaggedPhotos","2008-09-09"
11,34,"FacebookAllTaggedPhotos","2008-09-09"
63,34,"FacebookAllTaggedPhotos","2008-09-09"
21,34,"FacebookAllTaggedPhotos","2008-09-09"
47,34,"FacebookAllTaggedPhotos","2008-09-09"
50,34,"FacebookAllTaggedPhotos","2008-09-09"
9,34,"FacebookAllTaggedPhotos","2008-09-09"
44,34,"FacebookAllTaggedPhotos","2008-09-09"
83,34,"FacebookAllTaggedPhotos","2008-09-09"
14,34,"FacebookAllTaggedPhotos","2008-09-09"
25,34,"FacebookAllTaggedPhotos","2008-09-09"
28,34,"FacebookAllTaggedPhotos","2008-09-09"
65,34,"FacebookAllTaggedPhotos","2008-09-09"
45,34,"FacebookAllTaggedPhotos","2008-09-09"
23,34,"FacebookAllTaggedPhotos","2008-09-09"
43,34,"FacebookAllTaggedPhotos","2008-09-09"
73,34,"BlogLivejournalTwitter","2008-09-09"
37,34,"BlogLivejournalTwitter","2008-09-09"
72,34,"BlogLivejournalTwitter","2008-09-09"
11,34,"BlogLivejournalTwitter","2008-09-09"
63,34,"BlogLivejournalTwitter","2008-09-09"
21,34,"BlogLivejournalTwitter","2008-09-09"
47,34,"BlogLivejournalTwitter","2008-09-09"
51,34,"BlogLivejournalTwitter","2008-09-09"
9,34,"BlogLivejournalTwitter","2008-09-09"
44,34,"BlogLivejournalTwitter","2008-09-09"
83,34,"BlogLivejournalTwitter","2008-09-09"
14,34,"BlogLivejournalTwitter","2008-09-09"
25,34,"BlogLivejournalTwitter","2008-09-09"
28,34,"BlogLivejournalTwitter","2008-09-09"
65,34,"BlogLivejournalTwitter","2008-09-09"
70,34,"BlogLivejournalTwitter","2008-09-09"
23,34,"BlogLivejournalTwitter","2008-09-09"
43,34,"BlogLivejournalTwitter","2008-09-09"
16,34,"BlogLivejournalTwitter","2008-09-09"
55,73,"CloseFriend","2008-09-09"
11,73,"CloseFriend","2008-09-09"
47,73,"CloseFriend","2008-09-09"
51,73,"CloseFriend","2008-09-09"
83,73,"CloseFriend","2008-09-09"
23,73,"CloseFriend","2008-09-09"
34,73,"CloseFriend","2008-09-09"
55,73,"SocializeTwicePerWeek","2008-09-09"
47,73,"SocializeTwicePerWeek","2008-09-09"
51,73,"SocializeTwicePerWeek","2008-09-09"
52,73,"SocializeTwicePerWeek","2008-09-09"
67,73,"SocializeTwicePerWeek","2008-09-09"
83,73,"SocializeTwicePerWeek","2008-09-09"
25,73,"SocializeTwicePerWeek","2008-09-09"
28,73,"SocializeTwicePerWeek","2008-09-09"
2,73,"SocializeTwicePerWeek","2008-09-09"
57,73,"SocializeTwicePerWeek","2008-09-09"
23,73,"SocializeTwicePerWeek","2008-09-09"
34,73,"SocializeTwicePerWeek","2008-09-09"
55,73,"PoliticalDiscussant","2008-09-09"
11,73,"PoliticalDiscussant","2008-09-09"
47,73,"PoliticalDiscussant","2008-09-09"
51,73,"PoliticalDiscussant","2008-09-09"
83,73,"PoliticalDiscussant","2008-09-09"
25,73,"PoliticalDiscussant","2008-09-09"
10,73,"PoliticalDiscussant","2008-09-09"
2,73,"PoliticalDiscussant","2008-09-09"
23,73,"PoliticalDiscussant","2008-09-09"
34,73,"PoliticalDiscussant","2008-09-09"
55,73,"FacebookAllTaggedPhotos","2008-09-09"
39,73,"FacebookAllTaggedPhotos","2008-09-09"
37,73,"FacebookAllTaggedPhotos","2008-09-09"
11,73,"FacebookAllTaggedPhotos","2008-09-09"
63,73,"FacebookAllTaggedPhotos","2008-09-09"
21,73,"FacebookAllTaggedPhotos","2008-09-09"
47,73,"FacebookAllTaggedPhotos","2008-09-09"
50,73,"FacebookAllTaggedPhotos","2008-09-09"
9,73,"FacebookAllTaggedPhotos","2008-09-09"
35,73,"FacebookAllTaggedPhotos","2008-09-09"
83,73,"FacebookAllTaggedPhotos","2008-09-09"
14,73,"FacebookAllTaggedPhotos","2008-09-09"
25,73,"FacebookAllTaggedPhotos","2008-09-09"
28,73,"FacebookAllTaggedPhotos","2008-09-09"
65,73,"FacebookAllTaggedPhotos","2008-09-09"
31,73,"FacebookAllTaggedPhotos","2008-09-09"
45,73,"FacebookAllTaggedPhotos","2008-09-09"
23,73,"FacebookAllTaggedPhotos","2008-09-09"
43,73,"FacebookAllTaggedPhotos","2008-09-09"
34,73,"FacebookAllTaggedPhotos","2008-09-09"
55,73,"BlogLivejournalTwitter","2008-09-09"
37,73,"BlogLivejournalTwitter","2008-09-09"
72,73,"BlogLivejournalTwitter","2008-09-09"
11,73,"BlogLivejournalTwitter","2008-09-09"
63,73,"BlogLivejournalTwitter","2008-09-09"
21,73,"BlogLivejournalTwitter","2008-09-09"
47,73,"BlogLivejournalTwitter","2008-09-09"
51,73,"BlogLivejournalTwitter","2008-09-09"
9,73,"BlogLivejournalTwitter","2008-09-09"
83,73,"BlogLivejournalTwitter","2008-09-09"
14,73,"BlogLivejournalTwitter","2008-09-09"
25,73,"BlogLivejournalTwitter","2008-09-09"
28,73,"BlogLivejournalTwitter","2008-09-09"
65,73,"BlogLivejournalTwitter","2008-09-09"
31,73,"BlogLivejournalTwitter","2008-09-09"
70,73,"BlogLivejournalTwitter","2008-09-09"
23,73,"BlogLivejournalTwitter","2008-09-09"
43,73,"BlogLivejournalTwitter","2008-09-09"
34,73,"BlogLivejournalTwitter","2008-09-09"
16,73,"BlogLivejournalTwitter","2008-09-09"
73,83,"CloseFriend","2008-09-09"
11,83,"CloseFriend","2008-09-09"
47,83,"CloseFriend","2008-09-09"
34,83,"CloseFriend","2008-09-09"
73,83,"SocializeTwicePerWeek","2008-09-09"
55,83,"SocializeTwicePerWeek","2008-09-09"
47,83,"SocializeTwicePerWeek","2008-09-09"
51,83,"SocializeTwicePerWeek","2008-09-09"
52,83,"SocializeTwicePerWeek","2008-09-09"
9,83,"SocializeTwicePerWeek","2008-09-09"
27,83,"SocializeTwicePerWeek","2008-09-09"
25,83,"SocializeTwicePerWeek","2008-09-09"
28,83,"SocializeTwicePerWeek","2008-09-09"
2,83,"SocializeTwicePerWeek","2008-09-09"
23,83,"SocializeTwicePerWeek","2008-09-09"
34,83,"SocializeTwicePerWeek","2008-09-09"
73,83,"PoliticalDiscussant","2008-09-09"
11,83,"PoliticalDiscussant","2008-09-09"
47,83,"PoliticalDiscussant","2008-09-09"
51,83,"PoliticalDiscussant","2008-09-09"
25,83,"PoliticalDiscussant","2008-09-09"
10,83,"PoliticalDiscussant","2008-09-09"
2,83,"PoliticalDiscussant","2008-09-09"
34,83,"PoliticalDiscussant","2008-09-09"
39,83,"FacebookAllTaggedPhotos","2008-09-09"
37,83,"FacebookAllTaggedPhotos","2008-09-09"
63,83,"FacebookAllTaggedPhotos","2008-09-09"
47,83,"FacebookAllTaggedPhotos","2008-09-09"
50,83,"FacebookAllTaggedPhotos","2008-09-09"
9,83,"FacebookAllTaggedPhotos","2008-09-09"
44,83,"FacebookAllTaggedPhotos","2008-09-09"
35,83,"FacebookAllTaggedPhotos","2008-09-09"
83,83,"FacebookAllTaggedPhotos","2008-09-09"
14,83,"FacebookAllTaggedPhotos","2008-09-09"
25,83,"FacebookAllTaggedPhotos","2008-09-09"
28,83,"FacebookAllTaggedPhotos","2008-09-09"
65,83,"FacebookAllTaggedPhotos","2008-09-09"
20,83,"FacebookAllTaggedPhotos","2008-09-09"
31,83,"FacebookAllTaggedPhotos","2008-09-09"
42,83,"FacebookAllTaggedPhotos","2008-09-09"
45,83,"FacebookAllTaggedPhotos","2008-09-09"
23,83,"FacebookAllTaggedPhotos","2008-09-09"
43,83,"FacebookAllTaggedPhotos","2008-09-09"
34,83,"FacebookAllTaggedPhotos","2008-09-09"
73,83,"BlogLivejournalTwitter","2008-09-09"
37,83,"BlogLivejournalTwitter","2008-09-09"
72,83,"BlogLivejournalTwitter","2008-09-09"
63,83,"BlogLivejournalTwitter","2008-09-09"
47,83,"BlogLivejournalTwitter","2008-09-09"
51,83,"BlogLivejournalTwitter","2008-09-09"
9,83,"BlogLivejournalTwitter","2008-09-09"
44,83,"BlogLivejournalTwitter","2008-09-09"
14,83,"BlogLivejournalTwitter","2008-09-09"
25,83,"BlogLivejournalTwitter","2008-09-09"
28,83,"BlogLivejournalTwitter","2008-09-09"
65,83,"BlogLivejournalTwitter","2008-09-09"
20,83,"BlogLivejournalTwitter","2008-09-09"
31,83,"BlogLivejournalTwitter","2008-09-09"
42,83,"BlogLivejournalTwitter","2008-09-09"
70,83,"BlogLivejournalTwitter","2008-09-09"
23,83,"BlogLivejournalTwitter","2008-09-09"
43,83,"BlogLivejournalTwitter","2008-09-09"
34,83,"BlogLivejournalTwitter","2008-09-09"
16,83,"BlogLivejournalTwitter","2008-09-09"
39,84,"CloseFriend","2008-09-09"
72,84,"CloseFriend","2008-09-09"
9,84,"CloseFriend","2008-09-09"
19,84,"CloseFriend","2008-09-09"
22,84,"CloseFriend","2008-09-09"
18,84,"CloseFriend","2008-09-09"
49,84,"CloseFriend","2008-09-09"
39,84,"SocializeTwicePerWeek","2008-09-09"
72,84,"SocializeTwicePerWeek","2008-09-09"
52,84,"SocializeTwicePerWeek","2008-09-09"
50,84,"SocializeTwicePerWeek","2008-09-09"
9,84,"SocializeTwicePerWeek","2008-09-09"
44,84,"SocializeTwicePerWeek","2008-09-09"
19,84,"SocializeTwicePerWeek","2008-09-09"
48,84,"SocializeTwicePerWeek","2008-09-09"
28,84,"SocializeTwicePerWeek","2008-09-09"
26,84,"SocializeTwicePerWeek","2008-09-09"
65,84,"SocializeTwicePerWeek","2008-09-09"
18,84,"SocializeTwicePerWeek","2008-09-09"
62,84,"SocializeTwicePerWeek","2008-09-09"
23,84,"SocializeTwicePerWeek","2008-09-09"
39,84,"PoliticalDiscussant","2008-09-09"
72,84,"PoliticalDiscussant","2008-09-09"
50,84,"PoliticalDiscussant","2008-09-09"
44,84,"PoliticalDiscussant","2008-09-09"
19,84,"PoliticalDiscussant","2008-09-09"
1,84,"PoliticalDiscussant","2008-09-09"
10,84,"PoliticalDiscussant","2008-09-09"
22,84,"PoliticalDiscussant","2008-09-09"
65,84,"PoliticalDiscussant","2008-09-09"
18,84,"PoliticalDiscussant","2008-09-09"
49,84,"PoliticalDiscussant","2008-09-09"
39,84,"FacebookAllTaggedPhotos","2008-09-09"
37,84,"FacebookAllTaggedPhotos","2008-09-09"
72,84,"FacebookAllTaggedPhotos","2008-09-09"
63,84,"FacebookAllTaggedPhotos","2008-09-09"
40,84,"FacebookAllTaggedPhotos","2008-09-09"
50,84,"FacebookAllTaggedPhotos","2008-09-09"
9,84,"FacebookAllTaggedPhotos","2008-09-09"
44,84,"FacebookAllTaggedPhotos","2008-09-09"
83,84,"FacebookAllTaggedPhotos","2008-09-09"
14,84,"FacebookAllTaggedPhotos","2008-09-09"
48,84,"FacebookAllTaggedPhotos","2008-09-09"
28,84,"FacebookAllTaggedPhotos","2008-09-09"
26,84,"FacebookAllTaggedPhotos","2008-09-09"
22,84,"FacebookAllTaggedPhotos","2008-09-09"
65,84,"FacebookAllTaggedPhotos","2008-09-09"
18,84,"FacebookAllTaggedPhotos","2008-09-09"
20,84,"FacebookAllTaggedPhotos","2008-09-09"
62,84,"FacebookAllTaggedPhotos","2008-09-09"
42,84,"FacebookAllTaggedPhotos","2008-09-09"
45,84,"FacebookAllTaggedPhotos","2008-09-09"
23,84,"FacebookAllTaggedPhotos","2008-09-09"
43,84,"FacebookAllTaggedPhotos","2008-09-09"
49,84,"FacebookAllTaggedPhotos","2008-09-09"
37,84,"BlogLivejournalTwitter","2008-09-09"
72,84,"BlogLivejournalTwitter","2008-09-09"
63,84,"BlogLivejournalTwitter","2008-09-09"
47,84,"BlogLivejournalTwitter","2008-09-09"
50,84,"BlogLivejournalTwitter","2008-09-09"
9,84,"BlogLivejournalTwitter","2008-09-09"
44,84,"BlogLivejournalTwitter","2008-09-09"
14,84,"BlogLivejournalTwitter","2008-09-09"
48,84,"BlogLivejournalTwitter","2008-09-09"
28,84,"BlogLivejournalTwitter","2008-09-09"
26,84,"BlogLivejournalTwitter","2008-09-09"
10,84,"BlogLivejournalTwitter","2008-09-09"
22,84,"BlogLivejournalTwitter","2008-09-09"
65,84,"BlogLivejournalTwitter","2008-09-09"
18,84,"BlogLivejournalTwitter","2008-09-09"
20,84,"BlogLivejournalTwitter","2008-09-09"
62,84,"BlogLivejournalTwitter","2008-09-09"
42,84,"BlogLivejournalTwitter","2008-09-09"
70,84,"BlogLivejournalTwitter","2008-09-09"
23,84,"BlogLivejournalTwitter","2008-09-09"
43,84,"BlogLivejournalTwitter","2008-09-09"
49,84,"BlogLivejournalTwitter","2008-09-09"
16,84,"BlogLivejournalTwitter","2008-09-09"
48,49,"CloseFriend","2008-09-09"
72,49,"SocializeTwicePerWeek","2008-09-09"
47,49,"SocializeTwicePerWeek","2008-09-09"
52,49,"SocializeTwicePerWeek","2008-09-09"
40,49,"SocializeTwicePerWeek","2008-09-09"
27,49,"SocializeTwicePerWeek","2008-09-09"
6,49,"SocializeTwicePerWeek","2008-09-09"
19,49,"SocializeTwicePerWeek","2008-09-09"
48,49,"SocializeTwicePerWeek","2008-09-09"
28,49,"SocializeTwicePerWeek","2008-09-09"
2,49,"SocializeTwicePerWeek","2008-09-09"
62,49,"SocializeTwicePerWeek","2008-09-09"
44,49,"PoliticalDiscussant","2008-09-09"
1,49,"PoliticalDiscussant","2008-09-09"
48,49,"PoliticalDiscussant","2008-09-09"
10,49,"PoliticalDiscussant","2008-09-09"
22,49,"PoliticalDiscussant","2008-09-09"
2,49,"PoliticalDiscussant","2008-09-09"
39,49,"FacebookAllTaggedPhotos","2008-09-09"
37,49,"FacebookAllTaggedPhotos","2008-09-09"
72,49,"FacebookAllTaggedPhotos","2008-09-09"
63,49,"FacebookAllTaggedPhotos","2008-09-09"
47,49,"FacebookAllTaggedPhotos","2008-09-09"
40,49,"FacebookAllTaggedPhotos","2008-09-09"
50,49,"FacebookAllTaggedPhotos","2008-09-09"
9,49,"FacebookAllTaggedPhotos","2008-09-09"
44,49,"FacebookAllTaggedPhotos","2008-09-09"
6,49,"FacebookAllTaggedPhotos","2008-09-09"
30,49,"FacebookAllTaggedPhotos","2008-09-09"
83,49,"FacebookAllTaggedPhotos","2008-09-09"
14,49,"FacebookAllTaggedPhotos","2008-09-09"
48,49,"FacebookAllTaggedPhotos","2008-09-09"
28,49,"FacebookAllTaggedPhotos","2008-09-09"
26,49,"FacebookAllTaggedPhotos","2008-09-09"
22,49,"FacebookAllTaggedPhotos","2008-09-09"
65,49,"FacebookAllTaggedPhotos","2008-09-09"
20,49,"FacebookAllTaggedPhotos","2008-09-09"
62,49,"FacebookAllTaggedPhotos","2008-09-09"
42,49,"FacebookAllTaggedPhotos","2008-09-09"
45,49,"FacebookAllTaggedPhotos","2008-09-09"
23,49,"FacebookAllTaggedPhotos","2008-09-09"
43,49,"FacebookAllTaggedPhotos","2008-09-09"
37,49,"BlogLivejournalTwitter","2008-09-09"
72,49,"BlogLivejournalTwitter","2008-09-09"
63,49,"BlogLivejournalTwitter","2008-09-09"
47,49,"BlogLivejournalTwitter","2008-09-09"
9,49,"BlogLivejournalTwitter","2008-09-09"
44,49,"BlogLivejournalTwitter","2008-09-09"
6,49,"BlogLivejournalTwitter","2008-09-09"
14,49,"BlogLivejournalTwitter","2008-09-09"
48,49,"BlogLivejournalTwitter","2008-09-09"
28,49,"BlogLivejournalTwitter","2008-09-09"
26,49,"BlogLivejournalTwitter","2008-09-09"
22,49,"BlogLivejournalTwitter","2008-09-09"
65,49,"BlogLivejournalTwitter","2008-09-09"
20,49,"BlogLivejournalTwitter","2008-09-09"
62,49,"BlogLivejournalTwitter","2008-09-09"
42,49,"BlogLivejournalTwitter","2008-09-09"
70,49,"BlogLivejournalTwitter","2008-09-09"
23,49,"BlogLivejournalTwitter","2008-09-09"
43,49,"BlogLivejournalTwitter","2008-09-09"
16,49,"BlogLivejournalTwitter","2008-09-09"
61,1,"CloseFriend","2008-09-09"
70,1,"CloseFriend","2008-09-09"
37,1,"SocializeTwicePerWeek","2008-09-09"
52,1,"SocializeTwicePerWeek","2008-09-09"
61,1,"SocializeTwicePerWeek","2008-09-09"
28,1,"SocializeTwicePerWeek","2008-09-09"
70,1,"SocializeTwicePerWeek","2008-09-09"
37,1,"PoliticalDiscussant","2008-09-09"
44,1,"PoliticalDiscussant","2008-09-09"
64,1,"PoliticalDiscussant","2008-09-09"
61,1,"PoliticalDiscussant","2008-09-09"
10,1,"PoliticalDiscussant","2008-09-09"
43,1,"PoliticalDiscussant","2008-09-09"
49,1,"PoliticalDiscussant","2008-09-09"
39,1,"FacebookAllTaggedPhotos","2008-09-09"
37,1,"FacebookAllTaggedPhotos","2008-09-09"
63,1,"FacebookAllTaggedPhotos","2008-09-09"
21,1,"FacebookAllTaggedPhotos","2008-09-09"
47,1,"FacebookAllTaggedPhotos","2008-09-09"
50,1,"FacebookAllTaggedPhotos","2008-09-09"
9,1,"FacebookAllTaggedPhotos","2008-09-09"
44,1,"FacebookAllTaggedPhotos","2008-09-09"
83,1,"FacebookAllTaggedPhotos","2008-09-09"
14,1,"FacebookAllTaggedPhotos","2008-09-09"
61,1,"FacebookAllTaggedPhotos","2008-09-09"
28,1,"FacebookAllTaggedPhotos","2008-09-09"
65,1,"FacebookAllTaggedPhotos","2008-09-09"
20,1,"FacebookAllTaggedPhotos","2008-09-09"
45,1,"FacebookAllTaggedPhotos","2008-09-09"
23,1,"FacebookAllTaggedPhotos","2008-09-09"
43,1,"FacebookAllTaggedPhotos","2008-09-09"
49,1,"FacebookAllTaggedPhotos","2008-09-09"
37,1,"BlogLivejournalTwitter","2008-09-09"
3,1,"BlogLivejournalTwitter","2008-09-09"
72,1,"BlogLivejournalTwitter","2008-09-09"
63,1,"BlogLivejournalTwitter","2008-09-09"
21,1,"BlogLivejournalTwitter","2008-09-09"
47,1,"BlogLivejournalTwitter","2008-09-09"
9,1,"BlogLivejournalTwitter","2008-09-09"
44,1,"BlogLivejournalTwitter","2008-09-09"
6,1,"BlogLivejournalTwitter","2008-09-09"
14,1,"BlogLivejournalTwitter","2008-09-09"
61,1,"BlogLivejournalTwitter","2008-09-09"
28,1,"BlogLivejournalTwitter","2008-09-09"
65,1,"BlogLivejournalTwitter","2008-09-09"
20,1,"BlogLivejournalTwitter","2008-09-09"
70,1,"BlogLivejournalTwitter","2008-09-09"
23,1,"BlogLivejournalTwitter","2008-09-09"
43,1,"BlogLivejournalTwitter","2008-09-09"
49,1,"BlogLivejournalTwitter","2008-09-09"
36,30,"CloseFriend","2008-09-09"
44,30,"CloseFriend","2008-09-09"
67,30,"CloseFriend","2008-09-09"
6,30,"CloseFriend","2008-09-09"
71,30,"CloseFriend","2008-09-09"
46,30,"CloseFriend","2008-09-09"
14,30,"CloseFriend","2008-09-09"
18,30,"CloseFriend","2008-09-09"
20,30,"CloseFriend","2008-09-09"
23,30,"CloseFriend","2008-09-09"
36,30,"SocializeTwicePerWeek","2008-09-09"
52,30,"SocializeTwicePerWeek","2008-09-09"
44,30,"SocializeTwicePerWeek","2008-09-09"
67,30,"SocializeTwicePerWeek","2008-09-09"
6,30,"SocializeTwicePerWeek","2008-09-09"
71,30,"SocializeTwicePerWeek","2008-09-09"
46,30,"SocializeTwicePerWeek","2008-09-09"
14,30,"SocializeTwicePerWeek","2008-09-09"
48,30,"SocializeTwicePerWeek","2008-09-09"
28,30,"SocializeTwicePerWeek","2008-09-09"
26,30,"SocializeTwicePerWeek","2008-09-09"
22,30,"SocializeTwicePerWeek","2008-09-09"
18,30,"SocializeTwicePerWeek","2008-09-09"
20,30,"SocializeTwicePerWeek","2008-09-09"
62,30,"SocializeTwicePerWeek","2008-09-09"
42,30,"SocializeTwicePerWeek","2008-09-09"
23,30,"SocializeTwicePerWeek","2008-09-09"
36,30,"PoliticalDiscussant","2008-09-09"
44,30,"PoliticalDiscussant","2008-09-09"
46,30,"PoliticalDiscussant","2008-09-09"
10,30,"PoliticalDiscussant","2008-09-09"
22,30,"PoliticalDiscussant","2008-09-09"
65,30,"PoliticalDiscussant","2008-09-09"
18,30,"PoliticalDiscussant","2008-09-09"
20,30,"PoliticalDiscussant","2008-09-09"
42,30,"PoliticalDiscussant","2008-09-09"
36,30,"FacebookAllTaggedPhotos","2008-09-09"
39,30,"FacebookAllTaggedPhotos","2008-09-09"
37,30,"FacebookAllTaggedPhotos","2008-09-09"
63,30,"FacebookAllTaggedPhotos","2008-09-09"
21,30,"FacebookAllTaggedPhotos","2008-09-09"
47,30,"FacebookAllTaggedPhotos","2008-09-09"
50,30,"FacebookAllTaggedPhotos","2008-09-09"
9,30,"FacebookAllTaggedPhotos","2008-09-09"
44,30,"FacebookAllTaggedPhotos","2008-09-09"
6,30,"FacebookAllTaggedPhotos","2008-09-09"
46,30,"FacebookAllTaggedPhotos","2008-09-09"
83,30,"FacebookAllTaggedPhotos","2008-09-09"
14,30,"FacebookAllTaggedPhotos","2008-09-09"
48,30,"FacebookAllTaggedPhotos","2008-09-09"
28,30,"FacebookAllTaggedPhotos","2008-09-09"
26,30,"FacebookAllTaggedPhotos","2008-09-09"
22,30,"FacebookAllTaggedPhotos","2008-09-09"
65,30,"FacebookAllTaggedPhotos","2008-09-09"
18,30,"FacebookAllTaggedPhotos","2008-09-09"
20,30,"FacebookAllTaggedPhotos","2008-09-09"
62,30,"FacebookAllTaggedPhotos","2008-09-09"
42,30,"FacebookAllTaggedPhotos","2008-09-09"
45,30,"FacebookAllTaggedPhotos","2008-09-09"
23,30,"FacebookAllTaggedPhotos","2008-09-09"
43,30,"FacebookAllTaggedPhotos","2008-09-09"
37,30,"BlogLivejournalTwitter","2008-09-09"
3,30,"BlogLivejournalTwitter","2008-09-09"
72,30,"BlogLivejournalTwitter","2008-09-09"
63,30,"BlogLivejournalTwitter","2008-09-09"
21,30,"BlogLivejournalTwitter","2008-09-09"
47,30,"BlogLivejournalTwitter","2008-09-09"
51,30,"BlogLivejournalTwitter","2008-09-09"
9,30,"BlogLivejournalTwitter","2008-09-09"
44,30,"BlogLivejournalTwitter","2008-09-09"
6,30,"BlogLivejournalTwitter","2008-09-09"
71,30,"BlogLivejournalTwitter","2008-09-09"
46,30,"BlogLivejournalTwitter","2008-09-09"
14,30,"BlogLivejournalTwitter","2008-09-09"
48,30,"BlogLivejournalTwitter","2008-09-09"
28,30,"BlogLivejournalTwitter","2008-09-09"
26,30,"BlogLivejournalTwitter","2008-09-09"
22,30,"BlogLivejournalTwitter","2008-09-09"
65,30,"BlogLivejournalTwitter","2008-09-09"
18,30,"BlogLivejournalTwitter","2008-09-09"
20,30,"BlogLivejournalTwitter","2008-09-09"
62,30,"BlogLivejournalTwitter","2008-09-09"
42,30,"BlogLivejournalTwitter","2008-09-09"
70,30,"BlogLivejournalTwitter","2008-09-09"
23,30,"BlogLivejournalTwitter","2008-09-09"
43,30,"BlogLivejournalTwitter","2008-09-09"
63,11,"CloseFriend","2008-09-09"
21,11,"CloseFriend","2008-09-09"
28,11,"CloseFriend","2008-09-09"
58,11,"CloseFriend","2008-09-09"
31,11,"CloseFriend","2008-09-09"
4,11,"CloseFriend","2008-09-09"
24,11,"CloseFriend","2008-09-09"
34,11,"CloseFriend","2008-09-09"
16,11,"CloseFriend","2008-09-09"
63,11,"SocializeTwicePerWeek","2008-09-09"
21,11,"SocializeTwicePerWeek","2008-09-09"
52,11,"SocializeTwicePerWeek","2008-09-09"
27,11,"SocializeTwicePerWeek","2008-09-09"
25,11,"SocializeTwicePerWeek","2008-09-09"
33,11,"SocializeTwicePerWeek","2008-09-09"
28,11,"SocializeTwicePerWeek","2008-09-09"
57,11,"SocializeTwicePerWeek","2008-09-09"
58,11,"SocializeTwicePerWeek","2008-09-09"
31,11,"SocializeTwicePerWeek","2008-09-09"
4,11,"SocializeTwicePerWeek","2008-09-09"
24,11,"SocializeTwicePerWeek","2008-09-09"
34,11,"SocializeTwicePerWeek","2008-09-09"
16,11,"SocializeTwicePerWeek","2008-09-09"
63,11,"PoliticalDiscussant","2008-09-09"
21,11,"PoliticalDiscussant","2008-09-09"
25,11,"PoliticalDiscussant","2008-09-09"
10,11,"PoliticalDiscussant","2008-09-09"
57,11,"PoliticalDiscussant","2008-09-09"
58,11,"PoliticalDiscussant","2008-09-09"
31,11,"PoliticalDiscussant","2008-09-09"
4,11,"PoliticalDiscussant","2008-09-09"
24,11,"PoliticalDiscussant","2008-09-09"
34,11,"PoliticalDiscussant","2008-09-09"
16,11,"PoliticalDiscussant","2008-09-09"
39,11,"FacebookAllTaggedPhotos","2008-09-09"
37,11,"FacebookAllTaggedPhotos","2008-09-09"
63,11,"FacebookAllTaggedPhotos","2008-09-09"
21,11,"FacebookAllTaggedPhotos","2008-09-09"
47,11,"FacebookAllTaggedPhotos","2008-09-09"
50,11,"FacebookAllTaggedPhotos","2008-09-09"
9,11,"FacebookAllTaggedPhotos","2008-09-09"
44,11,"FacebookAllTaggedPhotos","2008-09-09"
83,11,"FacebookAllTaggedPhotos","2008-09-09"
14,11,"FacebookAllTaggedPhotos","2008-09-09"
25,11,"FacebookAllTaggedPhotos","2008-09-09"
28,11,"FacebookAllTaggedPhotos","2008-09-09"
65,11,"FacebookAllTaggedPhotos","2008-09-09"
58,11,"FacebookAllTaggedPhotos","2008-09-09"
31,11,"FacebookAllTaggedPhotos","2008-09-09"
4,11,"FacebookAllTaggedPhotos","2008-09-09"
24,11,"FacebookAllTaggedPhotos","2008-09-09"
45,11,"FacebookAllTaggedPhotos","2008-09-09"
23,11,"FacebookAllTaggedPhotos","2008-09-09"
43,11,"FacebookAllTaggedPhotos","2008-09-09"
34,11,"FacebookAllTaggedPhotos","2008-09-09"
16,11,"FacebookAllTaggedPhotos","2008-09-09"
37,11,"BlogLivejournalTwitter","2008-09-09"
72,11,"BlogLivejournalTwitter","2008-09-09"
63,11,"BlogLivejournalTwitter","2008-09-09"
21,11,"BlogLivejournalTwitter","2008-09-09"
47,11,"BlogLivejournalTwitter","2008-09-09"
51,11,"BlogLivejournalTwitter","2008-09-09"
9,11,"BlogLivejournalTwitter","2008-09-09"
44,11,"BlogLivejournalTwitter","2008-09-09"
27,11,"BlogLivejournalTwitter","2008-09-09"
83,11,"BlogLivejournalTwitter","2008-09-09"
14,11,"BlogLivejournalTwitter","2008-09-09"
25,11,"BlogLivejournalTwitter","2008-09-09"
28,11,"BlogLivejournalTwitter","2008-09-09"
65,11,"BlogLivejournalTwitter","2008-09-09"
31,11,"BlogLivejournalTwitter","2008-09-09"
4,11,"BlogLivejournalTwitter","2008-09-09"
24,11,"BlogLivejournalTwitter","2008-09-09"
70,11,"BlogLivejournalTwitter","2008-09-09"
23,11,"BlogLivejournalTwitter","2008-09-09"
43,11,"BlogLivejournalTwitter","2008-09-09"
34,11,"BlogLivejournalTwitter","2008-09-09"
16,11,"BlogLivejournalTwitter","2008-09-09"
29,53,"CloseFriend","2008-09-09"
9,53,"CloseFriend","2008-09-09"
6,53,"CloseFriend","2008-09-09"
53,53,"CloseFriend","2008-09-09"
14,53,"CloseFriend","2008-09-09"
18,53,"CloseFriend","2008-09-09"
52,53,"SocializeTwicePerWeek","2008-09-09"
29,53,"SocializeTwicePerWeek","2008-09-09"
9,53,"SocializeTwicePerWeek","2008-09-09"
44,53,"SocializeTwicePerWeek","2008-09-09"
6,53,"SocializeTwicePerWeek","2008-09-09"
19,53,"SocializeTwicePerWeek","2008-09-09"
71,53,"SocializeTwicePerWeek","2008-09-09"
46,53,"SocializeTwicePerWeek","2008-09-09"
53,53,"SocializeTwicePerWeek","2008-09-09"
14,53,"SocializeTwicePerWeek","2008-09-09"
48,53,"SocializeTwicePerWeek","2008-09-09"
