"user.A.id","user.B.id","genre","date"
35,17,"showtunes",2009-05-20
8,8,"indie / alternative rock",2009-05-20
8,8,"pop / top 40",2009-05-20
70,8,"classical",2009-05-20
8,8,"classical",2009-05-20
7,57,"indie / alternative rock",2009-06-04
11,57,"indie / alternative rock",2009-05-29
52,57,"indie / alternative rock",2009-05-28
27,57,"indie / alternative rock",2009-05-21
56,57,"indie / alternative rock",2009-05-20
4,57,"indie / alternative rock",2009-05-20
52,57,"classic rock",2009-05-28
24,57,"classic rock",2009-05-20
11,57,"heavy metal / hardcore",2009-05-29
52,57,"pop / top 40",2009-05-28
27,57,"showtunes",2009-05-21
59,54,"indie / alternative rock",2009-05-20
80,54,"indie / alternative rock",2009-05-20
68,54,"indie / alternative rock",2009-05-20
68,54,"pop / top 40",2009-05-20
77,59,"indie / alternative rock",2009-05-21
2,59,"indie / alternative rock",2009-05-20
23,59,"indie / alternative rock",2009-05-20
2,59,"classic rock",2009-05-20
5,59,"classic rock",2009-05-20
79,59,"heavy metal / hardcore",2009-05-22
42,59,"heavy metal / hardcore",2009-05-20
5,59,"heavy metal / hardcore",2009-05-20
77,59,"classical",2009-05-21
35,66,"classical",2009-05-20
5,66,"classical",2009-05-20
6,79,"indie / alternative rock",2009-05-30
40,79,"indie / alternative rock",2009-05-21
2,79,"indie / alternative rock",2009-05-20
68,79,"indie / alternative rock",2009-05-20
6,79,"classic rock",2009-05-30
76,79,"classic rock",2009-05-20
68,79,"classic rock",2009-05-20
40,79,"heavy metal / hardcore",2009-05-21
76,79,"country / folk",2009-05-20
29,79,"showtunes",2009-05-27
40,79,"showtunes",2009-05-21
28,79,"showtunes",2009-05-21
68,79,"showtunes",2009-05-20
40,79,"other",2009-05-21
76,79,"other",2009-05-20
79,68,"indie / alternative rock",2009-05-22
40,68,"indie / alternative rock",2009-05-21
80,68,"indie / alternative rock",2009-05-20
68,68,"indie / alternative rock",2009-05-20
68,68,"classic rock",2009-05-20
40,68,"heavy metal / hardcore",2009-05-21
68,68,"techno / lounge / electronic",2009-05-20
79,68,"classical",2009-05-22
68,68,"classical",2009-05-20
29,68,"showtunes",2009-05-27
40,68,"other",2009-05-21
69,35,"indie / alternative rock",2009-05-20
35,35,"indie / alternative rock",2009-05-20
69,35,"classic rock",2009-05-20
35,35,"classic rock",2009-05-20
79,45,"classical",2009-05-22
35,45,"classical",2009-05-20
8,45,"classical",2009-05-20
5,45,"classical",2009-05-20
79,32,"indie / alternative rock",2009-05-22
40,32,"indie / alternative rock",2009-05-21
68,32,"indie / alternative rock",2009-05-20
79,32,"heavy metal / hardcore",2009-05-22
40,32,"heavy metal / hardcore",2009-05-21
59,32,"heavy metal / hardcore",2009-05-20
68,32,"heavy metal / hardcore",2009-05-20
29,32,"showtunes",2009-05-27
68,32,"showtunes",2009-05-20
2,70,"classical",2009-05-20
8,70,"classical",2009-05-20
8,70,"showtunes",2009-05-20
52,21,"indie / alternative rock",2009-05-28
27,21,"indie / alternative rock",2009-05-21
56,21,"indie / alternative rock",2009-05-20
21,21,"indie / alternative rock",2009-05-20
52,21,"classic rock",2009-05-28
27,21,"classic rock",2009-05-21
28,21,"classic rock",2009-05-21
21,21,"classic rock",2009-05-20
24,21,"classic rock",2009-05-20
52,21,"heavy metal / hardcore",2009-05-28
27,21,"heavy metal / hardcore",2009-05-21
21,21,"heavy metal / hardcore",2009-05-20
21,21,"techno / lounge / electronic",2009-05-20
63,21,"classical",2009-05-22
27,21,"classical",2009-05-21
21,21,"classical",2009-05-20
27,21,"country / folk",2009-05-21
28,21,"country / folk",2009-05-21
21,21,"country / folk",2009-05-20
63,21,"other",2009-05-22
42,80,"indie / alternative rock",2009-05-20
80,80,"indie / alternative rock",2009-05-20
20,80,"indie / alternative rock",2009-05-20
80,80,"classic rock",2009-05-20
42,80,"jazz",2009-05-20
80,80,"jazz",2009-05-20
43,80,"classical",2009-05-29
44,80,"classical",2009-05-21
46,80,"classical",2009-05-20
42,80,"classical",2009-05-20
80,80,"classical",2009-05-20
42,80,"showtunes",2009-05-20
80,80,"showtunes",2009-05-20
46,36,"indie / alternative rock",2009-05-20
46,36,"classic rock",2009-05-20
46,36,"heavy metal / hardcore",2009-05-20
6,36,"pop / top 40",2009-05-30
46,36,"pop / top 40",2009-05-20
5,36,"pop / top 40",2009-05-20
6,36,"techno / lounge / electronic",2009-05-30
28,36,"techno / lounge / electronic",2009-05-21
69,36,"techno / lounge / electronic",2009-05-20
23,36,"techno / lounge / electronic",2009-05-20
59,36,"techno / lounge / electronic",2009-05-20
46,36,"techno / lounge / electronic",2009-05-20
42,36,"techno / lounge / electronic",2009-05-20
80,36,"techno / lounge / electronic",2009-05-20
5,36,"techno / lounge / electronic",2009-05-20
20,36,"techno / lounge / electronic",2009-05-20
6,36,"hip-hop / r&b",2009-05-30
46,36,"hip-hop / r&b",2009-05-20
46,36,"jazz",2009-05-20
46,36,"showtunes",2009-05-20
6,36,"other",2009-05-30
26,65,"indie / alternative rock",2009-05-21
65,65,"indie / alternative rock",2009-05-20
26,65,"classic rock",2009-05-21
65,65,"classic rock",2009-05-20
26,65,"heavy metal / hardcore",2009-05-21
65,65,"heavy metal / hardcore",2009-05-20
26,65,"pop / top 40",2009-05-21
65,65,"pop / top 40",2009-05-20
26,65,"techno / lounge / electronic",2009-05-21
65,65,"techno / lounge / electronic",2009-05-20
26,65,"hip-hop / r&b",2009-05-21
65,65,"hip-hop / r&b",2009-05-20
26,65,"showtunes",2009-05-21
65,65,"showtunes",2009-05-20
26,65,"other",2009-05-21
65,65,"other",2009-05-20
28,14,"jazz",2009-05-21
6,14,"classical",2009-05-30
40,14,"classical",2009-05-21
28,14,"classical",2009-05-21
23,14,"classical",2009-05-20
80,14,"classical",2009-05-20
46,44,"classic rock",2009-05-20
80,44,"classic rock",2009-05-20
80,44,"jazz",2009-05-20
28,44,"classical",2009-05-21
46,44,"classical",2009-05-20
46,44,"showtunes",2009-05-20
80,44,"showtunes",2009-05-20
6,23,"classic rock",2009-05-30
43,23,"hip-hop / r&b",2009-05-29
40,23,"jazz",2009-05-21
43,23,"classical",2009-05-29
40,23,"classical",2009-05-21
2,23,"classical",2009-05-20
46,23,"classical",2009-05-20
80,23,"classical",2009-05-20
43,23,"country / folk",2009-05-29
46,23,"showtunes",2009-05-20
2,3,"showtunes",2009-05-20
7,4,"classic rock",2009-06-04
27,4,"classic rock",2009-05-21
56,4,"pop / top 40",2009-05-20
7,4,"hip-hop / r&b",2009-06-04
21,4,"hip-hop / r&b",2009-05-20
7,4,"jazz",2009-06-04
21,4,"jazz",2009-05-20
7,4,"country / folk",2009-06-04
28,6,"indie / alternative rock",2009-05-21
59,6,"indie / alternative rock",2009-05-20
6,6,"classic rock",2009-05-30
43,6,"classic rock",2009-05-29
29,6,"classic rock",2009-05-27
79,6,"classic rock",2009-05-22
40,6,"classic rock",2009-05-21
28,6,"classic rock",2009-05-21
23,6,"classic rock",2009-05-20
46,6,"classic rock",2009-05-20
42,6,"classic rock",2009-05-20
80,6,"classic rock",2009-05-20
20,6,"classic rock",2009-05-20
6,6,"techno / lounge / electronic",2009-05-30
40,6,"techno / lounge / electronic",2009-05-21
40,6,"jazz",2009-05-21
28,6,"jazz",2009-05-21
46,6,"jazz",2009-05-20
6,6,"classical",2009-05-30
40,6,"classical",2009-05-21
6,6,"other",2009-05-30
40,6,"other",2009-05-21
42,9,"heavy metal / hardcore",2009-05-20
37,9,"techno / lounge / electronic",2009-05-22
28,9,"techno / lounge / electronic",2009-05-21
69,9,"techno / lounge / electronic",2009-05-20
35,9,"techno / lounge / electronic",2009-05-20
42,9,"techno / lounge / electronic",2009-05-20
4,9,"techno / lounge / electronic",2009-05-20
69,9,"hip-hop / r&b",2009-05-20
35,9,"hip-hop / r&b",2009-05-20
42,9,"hip-hop / r&b",2009-05-20
4,9,"hip-hop / r&b",2009-05-20
5,9,"hip-hop / r&b",2009-05-20
20,9,"hip-hop / r&b",2009-05-20
4,9,"classical",2009-05-20
28,9,"other",2009-05-21
69,9,"other",2009-05-20
35,9,"other",2009-05-20
4,9,"other",2009-05-20
2,25,"indie / alternative rock",2009-05-20
2,25,"classic rock",2009-05-20
2,25,"heavy metal / hardcore",2009-05-20
11,27,"indie / alternative rock",2009-05-29
21,27,"indie / alternative rock",2009-05-20
24,27,"indie / alternative rock",2009-05-20
52,27,"classic rock",2009-05-28
24,27,"classic rock",2009-05-20
11,27,"heavy metal / hardcore",2009-05-29
52,27,"heavy metal / hardcore",2009-05-28
63,27,"heavy metal / hardcore",2009-05-22
21,27,"heavy metal / hardcore",2009-05-20
43,46,"indie / alternative rock",2009-05-29
43,46,"classic rock",2009-05-29
46,46,"classic rock",2009-05-20
80,46,"classic rock",2009-05-20
28,46,"techno / lounge / electronic",2009-05-21
46,46,"showtunes",2009-05-20
44,46,"other",2009-05-21
23,46,"other",2009-05-20
46,46,"other",2009-05-20
77,71,"indie / alternative rock",2009-05-21
77,71,"classic rock",2009-05-21
77,71,"techno / lounge / electronic",2009-05-21
77,71,"jazz",2009-05-21
77,71,"classical",2009-05-21
77,71,"showtunes",2009-05-21
35,69,"techno / lounge / electronic",2009-05-20
42,69,"techno / lounge / electronic",2009-05-20
5,69,"techno / lounge / electronic",2009-05-20
20,69,"techno / lounge / electronic",2009-05-20
35,69,"showtunes",2009-05-20
80,18,"indie / alternative rock",2009-05-20
6,18,"classic rock",2009-05-30
68,18,"heavy metal / hardcore",2009-05-20
72,18,"pop / top 40",2009-05-21
72,18,"techno / lounge / electronic",2009-05-21
26,18,"techno / lounge / electronic",2009-05-21
23,18,"classical",2009-05-20
6,18,"showtunes",2009-05-30
29,18,"showtunes",2009-05-27
79,18,"showtunes",2009-05-22
72,18,"showtunes",2009-05-21
28,18,"showtunes",2009-05-21
26,18,"showtunes",2009-05-21
76,18,"showtunes",2009-05-20
80,18,"showtunes",2009-05-20
68,18,"showtunes",2009-05-20
65,18,"showtunes",2009-05-20
6,18,"other",2009-05-30
72,18,"other",2009-05-21
26,18,"other",2009-05-21
11,31,"indie / alternative rock",2009-05-29
27,31,"indie / alternative rock",2009-05-21
56,31,"indie / alternative rock",2009-05-20
4,31,"indie / alternative rock",2009-05-20
21,31,"indie / alternative rock",2009-05-20
24,31,"indie / alternative rock",2009-05-20
27,31,"classic rock",2009-05-21
21,31,"classic rock",2009-05-20
24,31,"classic rock",2009-05-20
63,31,"heavy metal / hardcore",2009-05-22
21,31,"techno / lounge / electronic",2009-05-20
21,31,"classical",2009-05-20
11,31,"country / folk",2009-05-29
63,31,"country / folk",2009-05-22
27,31,"country / folk",2009-05-21
21,31,"country / folk",2009-05-20
35,81,"indie / alternative rock",2009-05-20
35,81,"classic rock",2009-05-20
77,77,"indie / alternative rock",2009-05-21
43,77,"classic rock",2009-05-29
77,77,"classic rock",2009-05-21
43,77,"heavy metal / hardcore",2009-05-29
77,77,"heavy metal / hardcore",2009-05-21
76,77,"heavy metal / hardcore",2009-05-20
76,77,"techno / lounge / electronic",2009-05-20
77,77,"classical",2009-05-21
77,77,"showtunes",2009-05-21
76,77,"other",2009-05-20
2,76,"indie / alternative rock",2009-05-20
43,76,"classic rock",2009-05-29
76,76,"classic rock",2009-05-20
2,76,"classic rock",2009-05-20
43,76,"heavy metal / hardcore",2009-05-29
76,76,"heavy metal / hardcore",2009-05-20
76,76,"other",2009-05-20
27,16,"indie / alternative rock",2009-05-21
24,16,"indie / alternative rock",2009-05-20
27,16,"pop / top 40",2009-05-21
21,16,"classical",2009-05-20
21,16,"country / folk",2009-05-20
49,82,"other",2009-05-30
1,63,"indie / alternative rock",2009-05-20
21,63,"indie / alternative rock",2009-05-20
24,63,"indie / alternative rock",2009-05-20
27,63,"classic rock",2009-05-21
21,63,"classic rock",2009-05-20
27,63,"heavy metal / hardcore",2009-05-21
1,63,"heavy metal / hardcore",2009-05-20
21,63,"heavy metal / hardcore",2009-05-20
27,63,"pop / top 40",2009-05-21
24,63,"pop / top 40",2009-05-20
11,63,"classical",2009-05-29
61,63,"classical",2009-05-21
1,63,"classical",2009-05-20
21,63,"classical",2009-05-20
21,63,"country / folk",2009-05-20
6,47,"indie / alternative rock",2009-05-30
79,47,"indie / alternative rock",2009-05-22
28,47,"indie / alternative rock",2009-05-21
2,47,"indie / alternative rock",2009-05-20
23,47,"indie / alternative rock",2009-05-20
59,47,"indie / alternative rock",2009-05-20
80,47,"indie / alternative rock",2009-05-20
68,47,"indie / alternative rock",2009-05-20
79,47,"classic rock",2009-05-22
40,47,"classic rock",2009-05-21
28,47,"classic rock",2009-05-21
76,47,"classic rock",2009-05-20
2,47,"classic rock",2009-05-20
42,47,"classic rock",2009-05-20
68,47,"classic rock",2009-05-20
2,47,"heavy metal / hardcore",2009-05-20
23,47,"pop / top 40",2009-05-20
6,47,"classical",2009-05-30
28,47,"classical",2009-05-21
68,47,"classical",2009-05-20
5,47,"classical",2009-05-20
10,19,"classic rock",2009-05-20
10,19,"pop / top 40",2009-05-20
28,19,"classical",2009-05-21
29,19,"showtunes",2009-05-27
28,19,"showtunes",2009-05-21
22,19,"showtunes",2009-05-20
10,19,"other",2009-05-20
65,19,"other",2009-05-20
24,56,"indie / alternative rock",2009-05-20
24,56,"pop / top 40",2009-05-20
24,56,"hip-hop / r&b",2009-05-20
22,39,"other",2009-05-20
72,22,"pop / top 40",2009-05-21
49,22,"showtunes",2009-05-30
72,22,"showtunes",2009-05-21
46,22,"showtunes",2009-05-20
72,22,"other",2009-05-21
6,29,"classic rock",2009-05-30
6,29,"showtunes",2009-05-30
2,29,"showtunes",2009-05-20
76,29,"other",2009-05-20
29,67,"showtunes",2009-05-27
22,67,"showtunes",2009-05-20
27,58,"indie / alternative rock",2009-05-21
56,58,"indie / alternative rock",2009-05-20
4,58,"indie / alternative rock",2009-05-20
24,58,"indie / alternative rock",2009-05-20
11,58,"pop / top 40",2009-05-29
27,58,"pop / top 40",2009-05-21
24,58,"pop / top 40",2009-05-20
21,58,"techno / lounge / electronic",2009-05-20
11,58,"classical",2009-05-29
27,58,"classical",2009-05-21
28,58,"classical",2009-05-21
4,58,"classical",2009-05-20
24,58,"classical",2009-05-20
27,58,"showtunes",2009-05-21
29,72,"classic rock",2009-05-27
49,72,"showtunes",2009-05-30
6,72,"showtunes",2009-05-30
29,72,"showtunes",2009-05-27
40,72,"showtunes",2009-05-21
28,72,"showtunes",2009-05-21
80,72,"showtunes",2009-05-20
6,72,"other",2009-05-30
11,33,"indie / alternative rock",2009-05-29
56,33,"indie / alternative rock",2009-05-20
34,34,"other",2009-05-20
2,34,"other",2009-05-20
34,73,"other",2009-05-20
2,73,"other",2009-05-20
2,83,"jazz",2009-05-20
72,84,"classical",2009-05-21
40,84,"classical",2009-05-21
28,84,"classical",2009-05-21
69,84,"classical",2009-05-20
35,84,"classical",2009-05-20
80,84,"classical",2009-05-20
65,84,"classical",2009-05-20
29,84,"showtunes",2009-05-27
72,84,"showtunes",2009-05-21
28,84,"showtunes",2009-05-21
72,84,"other",2009-05-21
28,49,"indie / alternative rock",2009-05-21
26,49,"classical",2009-05-21
6,49,"other",2009-05-30
40,49,"other",2009-05-21
28,49,"other",2009-05-21
61,1,"indie / alternative rock",2009-05-21
61,1,"other",2009-05-21
20,30,"indie / alternative rock",2009-05-20
42,30,"pop / top 40",2009-05-20
20,30,"pop / top 40",2009-05-20
80,30,"jazz",2009-05-20
20,30,"jazz",2009-05-20
28,30,"other",2009-05-21
63,11,"indie / alternative rock",2009-05-22
28,11,"indie / alternative rock",2009-05-21
24,11,"indie / alternative rock",2009-05-20
28,11,"classic rock",2009-05-21
40,53,"classical",2009-05-21
28,53,"classical",2009-05-21
76,53,"classical",2009-05-20
28,55,"indie / alternative rock",2009-05-21
2,55,"indie / alternative rock",2009-05-20
2,55,"classic rock",2009-05-20
28,55,"heavy metal / hardcore",2009-05-21
2,55,"heavy metal / hardcore",2009-05-20
23,55,"heavy metal / hardcore",2009-05-20
28,55,"techno / lounge / electronic",2009-05-21
2,55,"techno / lounge / electronic",2009-05-20
2,55,"other",2009-05-20
4,7,"indie / alternative rock",2009-05-20
4,7,"classic rock",2009-05-20
4,7,"showtunes",2009-05-20
26,26,"indie / alternative rock",2009-05-21
29,26,"showtunes",2009-05-27
26,26,"other",2009-05-21
65,26,"other",2009-05-20
28,28,"indie / alternative rock",2009-05-21
28,28,"classic rock",2009-05-21
28,28,"pop / top 40",2009-05-21
6,28,"techno / lounge / electronic",2009-05-30
28,28,"techno / lounge / electronic",2009-05-21
28,28,"hip-hop / r&b",2009-05-21
28,28,"jazz",2009-05-21
11,28,"classical",2009-05-29
28,28,"classical",2009-05-21
28,28,"country / folk",2009-05-21
28,28,"other",2009-05-21
28,61,"indie / alternative rock",2009-05-21
28,61,"classic rock",2009-05-21
28,61,"heavy metal / hardcore",2009-05-21
1,61,"hip-hop / r&b",2009-05-20
1,61,"jazz",2009-05-20
1,61,"classical",2009-05-20
37,37,"indie / alternative rock",2009-05-22
28,48,"pop / top 40",2009-05-21
29,48,"showtunes",2009-05-27
28,51,"indie / alternative rock",2009-05-21
52,51,"heavy metal / hardcore",2009-05-28
28,51,"heavy metal / hardcore",2009-05-21
28,51,"techno / lounge / electronic",2009-05-21
22,51,"showtunes",2009-05-20
2,51,"other",2009-05-20
35,50,"indie / alternative rock",2009-05-20
35,50,"classic rock",2009-05-20
